# t[i] 	 y[i] 	 e[i]
0.23 	 4.64 	 0.42 
1.29 	 3.38 	 0.37 
2.35 	 3.01 	 0.34 
3.41 	 2.55 	 0.31 
4.47 	 2.29 	 0.29 
5.53 	 1.67 	 0.27 
6.59 	 1.59 	 0.26 
7.65 	 1.69 	 0.25 
8.71 	 1.38 	 0.24 
9.77 	 1.46 	 0.24 


# t 	 A*exp(-t/T)+B
0 	 4.78891
0.1 	 4.67966
0.2 	 4.57377
0.3 	 4.47112
0.4 	 4.37163
0.5 	 4.27519
0.6 	 4.18172
0.7 	 4.09112
0.8 	 4.0033
0.9 	 3.91818
1 	 3.83567
1.1 	 3.75569
1.2 	 3.67818
1.3 	 3.60304
1.4 	 3.53021
1.5 	 3.45962
1.6 	 3.3912
1.7 	 3.32487
1.8 	 3.26059
1.9 	 3.19828
2 	 3.13788
2.1 	 3.07934
2.2 	 3.0226
2.3 	 2.9676
2.4 	 2.91429
2.5 	 2.86261
2.6 	 2.81252
2.7 	 2.76398
2.8 	 2.71692
2.9 	 2.67131
3 	 2.6271
3.1 	 2.58424
3.2 	 2.54271
3.3 	 2.50244
3.4 	 2.46342
3.5 	 2.42559
3.6 	 2.38893
3.7 	 2.35339
3.8 	 2.31895
3.9 	 2.28556
4 	 2.25319
4.1 	 2.22183
4.2 	 2.19142
4.3 	 2.16195
4.4 	 2.13338
4.5 	 2.10569
4.6 	 2.07886
4.7 	 2.05284
4.8 	 2.02763
4.9 	 2.00319
5 	 1.9795
5.1 	 1.95653
5.2 	 1.93428
5.3 	 1.9127
5.4 	 1.89179
5.5 	 1.87152
5.6 	 1.85188
5.7 	 1.83283
5.8 	 1.81438
5.9 	 1.79649
6 	 1.77914
6.1 	 1.76234
6.2 	 1.74604
6.3 	 1.73025
6.4 	 1.71494
6.5 	 1.70011
6.6 	 1.68573
6.7 	 1.67179
6.8 	 1.65828
6.9 	 1.64518
7 	 1.63249
7.1 	 1.62018
7.2 	 1.60826
7.3 	 1.5967
7.4 	 1.58549
7.5 	 1.57463
7.6 	 1.5641
7.7 	 1.5539
7.8 	 1.54401
7.9 	 1.53442
8 	 1.52513
8.1 	 1.51612
8.2 	 1.50739
8.3 	 1.49893
8.4 	 1.49073
8.5 	 1.48278
8.6 	 1.47507
8.7 	 1.4676
8.8 	 1.46036
8.9 	 1.45335
9 	 1.44654
9.1 	 1.43995
9.2 	 1.43356
9.3 	 1.42737
9.4 	 1.42136
9.5 	 1.41554
9.6 	 1.4099
9.7 	 1.40443
9.8 	 1.39914
9.9 	 1.394
10 	 1.38902
